,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
312,Komsomolskiy,UZ,40.4272,71.7189,79.52,41,29,6.91,scattered clouds
313,Sanary-Sur-Mer,FR,43.1178,5.8001,55.92,61,93,2.73,overcast clouds
314,Lorengau,PG,-2.0226,147.2712,82.09,77,82,3.02,broken clouds
315,Lowestoft,GB,52.4752,1.7516,44.02,88,3,7.87,clear sky
316,Isangel,VU,-19.55,169.2667,76.73,81,99,24.9,overcast clouds
317,Inuvik,CA,68.3499,-133.7218,40.06,58,20,3.44,few clouds
318,Morgan City,US,29.6994,-91.2068,64.99,100,0,5.75,clear sky
319,Surt,LY,31.2089,16.5887,64.15,78,84,7.9,broken clouds
320,Coquimbo,CL,-29.9533,-71.3436,58.73,77,100,1.14,overcast clouds
321,Azul,AR,-36.777,-59.8585,41.34,57,82,2.28,broken clouds
322,Treia,IT,43.3106,13.3115,53.51,65,0,3.44,clear sky
323,Sinnamary,GF,5.3833,-52.95,78.62,78,73,11.88,broken clouds
324,Tyrma,RU,50.0833,132.1667,53.98,31,98,9.33,overcast clouds
325,Marystown,CA,47.1666,-55.1483,43.86,100,100,5.01,overcast clouds
326,Sangareddi,IN,17.6294,78.0917,98.92,14,10,6.06,clear sky
327,Maarianhamina,AX,60.0973,19.9348,40.86,65,0,3.44,clear sky
328,Ust-Koksa,RU,50.2696,85.6108,63.81,26,98,2.42,overcast clouds
329,Telimele,GN,10.9167,-13.3333,72.14,74,100,1.99,overcast clouds
330,Puerto Escondido,MX,15.85,-97.0667,82.08,70,78,7.45,broken clouds
331,Shenjiamen,CN,29.9576,122.298,56.46,77,100,9.4,overcast clouds
332,Holme,DK,56.1138,10.1725,40.57,92,18,5.26,few clouds
333,Warrington,GB,53.3925,-2.5802,44.46,82,0,3.44,clear sky
334,Kurilsk,RU,45.2333,147.8833,32.97,84,100,15.59,overcast clouds
335,Bowral,AU,-34.4667,150.4167,63.14,65,89,12.17,overcast clouds
336,Jaque,PA,7.5175,-78.1703,79.02,86,98,3.58,light rain
337,Yeroham,IL,30.9872,34.9314,86.88,11,31,17.09,scattered clouds
338,Laguna,US,38.421,-121.4238,62.94,61,0,5.75,clear sky
339,Geraldton,AU,-28.7667,114.6,81.01,26,0,6.91,clear sky
340,Bulanash,RU,57.2783,61.9965,43.03,34,1,5.44,clear sky
341,Ulaangom,MN,49.9811,92.0667,64.99,16,17,12.24,few clouds
342,Ambilobe,MG,-13.2,49.05,80.47,72,88,3.76,overcast clouds
343,Qaqortoq,GL,60.7167,-46.0333,35.26,92,82,0.47,broken clouds
344,Havoysund,NO,70.9963,24.6622,28.63,72,100,17.85,light snow
345,Matagami,CA,49.7502,-77.6328,26.71,80,0,0.0,clear sky
346,Aitape,PG,-3.1374,142.3475,83.43,73,89,6.82,overcast clouds
347,Vila Velha,BR,-20.3297,-40.2925,70.95,93,0,2.3,clear sky
348,Maturin,VE,9.75,-63.1767,73.71,96,90,3.65,overcast clouds
349,Kainantu,PG,-6.2887,145.8655,72.7,69,98,2.46,overcast clouds
350,Borovskoy,KZ,53.8,64.15,49.82,55,67,17.27,broken clouds
351,Rio Gallegos,AR,-51.6226,-69.2181,30.25,93,0,3.44,clear sky
352,Christchurch,NZ,-43.5333,172.6333,57.94,83,4,9.22,clear sky
353,Tiarei,PF,-17.5333,-149.3333,80.62,74,13,18.75,light rain
354,Santa Rosa,PH,14.3122,121.1114,94.98,64,100,13.67,overcast clouds
355,Salinopolis,BR,-0.6136,-47.3561,77.9,88,99,8.39,overcast clouds
356,Aberdeen,GB,57.1437,-2.0981,45.19,95,100,10.36,overcast clouds
357,Iwanai,JP,42.9744,140.5089,51.12,49,1,10.2,clear sky
358,Paracuru,BR,-3.41,-39.0306,74.1,87,100,8.28,overcast clouds
359,Tevaitoa,PF,-16.7833,-151.5,80.8,74,15,17.49,light rain
360,Hami,CN,42.8,93.45,68.43,11,1,4.0,clear sky
361,South Lake Tahoe,US,38.9332,-119.9844,49.35,62,25,1.01,scattered clouds
362,Maputo,MZ,-25.9653,32.5892,65.23,82,20,5.99,few clouds
363,Norman Wells,CA,65.282,-126.8329,39.24,56,20,5.75,few clouds
364,Marawi,PH,7.9986,124.2928,77.9,81,63,6.11,light rain
365,Stromness,GB,58.965,-3.296,44.87,91,100,11.99,overcast clouds
366,Bandundu,CD,-3.3167,17.3667,72.45,93,99,1.74,overcast clouds
367,Ararangua,BR,-28.9347,-49.4858,61.25,71,99,0.6,overcast clouds
368,Kilindoni,TZ,-7.9139,39.6668,80.19,74,64,16.91,broken clouds
369,Turayf,SA,31.6725,38.6637,70.05,64,0,18.41,clear sky
370,Souillac,MU,-20.5167,57.5167,80.98,65,20,11.5,few clouds
371,Maralal,KE,1.0968,36.698,65.16,63,82,5.88,broken clouds
372,Krasnoselkup,RU,65.7,82.4667,26.17,71,4,10.94,clear sky
373,Solwezi,ZM,-12.1688,26.3894,60.89,85,100,4.43,overcast clouds
374,Aksu,CN,41.1231,80.2644,66.99,24,93,4.41,overcast clouds
375,Teplyk,UA,48.6657,29.745,51.76,74,34,3.53,scattered clouds
376,Ciudad Bolivar,VE,8.1222,-63.5497,80.19,74,67,9.42,broken clouds
377,Bogo,PH,11.0517,124.0055,87.6,60,49,3.13,scattered clouds
378,Cam Ranh,VN,11.9214,109.1591,78.76,94,40,0.0,scattered clouds
379,Vestmannaeyjar,IS,63.4427,-20.2734,45.07,82,12,11.1,few clouds
380,Ninghai,CN,29.2892,121.4247,58.39,82,100,3.65,light rain
381,Mae Ramat,TH,16.984,98.5166,93.52,36,46,3.62,scattered clouds
382,Mackay,AU,-21.15,149.2,81.68,78,18,17.27,few clouds
383,Marienburg,PL,54.0359,19.0266,47.57,66,88,4.14,overcast clouds
384,Ketchikan,US,55.3422,-131.6461,42.96,73,9,1.92,clear sky
385,Coos Bay,US,43.3665,-124.2179,53.92,99,100,13.8,light rain
386,Saint-Ambroise,CA,48.5501,-71.3324,40.6,48,46,5.75,scattered clouds
387,Killybegs,IE,54.6333,-8.45,48.74,95,100,8.3,moderate rain
388,Whitehorse,CA,60.7161,-135.0538,37.02,87,75,4.61,broken clouds
389,Port Hueneme,US,34.1478,-119.1951,62.96,80,0,0.0,clear sky
390,Ripoll,ES,42.2006,2.1903,53.42,86,89,4.16,overcast clouds
391,Cap-Aux-Meules,CA,47.3821,-61.8597,35.62,100,100,17.27,overcast clouds
392,Tres Arroyos,AR,-38.3739,-60.2798,39.22,56,60,6.42,broken clouds
393,Turbat,PK,26.0023,63.044,105.78,8,5,10.36,clear sky
394,Mbanza-Ngungu,CD,-5.25,14.8667,68.76,96,100,2.66,overcast clouds
395,Cairns,AU,-16.9167,145.7667,80.06,90,100,11.5,overcast clouds
396,Hammerfest,NO,70.6634,23.6821,28.85,86,40,13.8,light snow
397,Port-Gentil,GA,-0.7193,8.7815,76.96,88,100,3.44,thunderstorm with light rain
398,Okhotsk,RU,59.3833,143.3,40.05,77,59,4.0,broken clouds
399,Sal Rei,CV,16.1833,-22.9167,69.37,81,7,15.37,clear sky
400,Nuuk,GL,64.1835,-51.7216,9.68,85,41,9.44,scattered clouds
401,Lebedyn,UA,50.5852,34.4849,50.5,54,17,3.29,few clouds
402,Banda Aceh,ID,5.5577,95.3222,86.32,70,100,10.89,overcast clouds
403,Menongue,AO,-14.6585,17.691,59.52,73,4,3.6,clear sky
404,Nicoya,CR,10.1483,-85.452,78.24,77,99,2.26,overcast clouds
405,Port Talbot,GB,51.5924,-3.7802,45.9,81,90,5.55,overcast clouds
406,Visby,SE,57.6409,18.296,41.83,60,78,12.66,light rain
407,Nizhniy Tsasuchey,RU,50.5167,115.1333,53.15,20,86,11.99,overcast clouds
408,Chimbote,PE,-9.0853,-78.5783,64.85,91,93,4.65,overcast clouds
409,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,20,11.52,few clouds
410,Takoradi,GH,4.8845,-1.7554,79.36,86,91,5.37,overcast clouds
411,Beroroha,MG,-21.6667,45.1667,77.68,52,4,4.27,clear sky
412,Mehamn,NO,71.0357,27.8492,28.62,60,100,23.2,overcast clouds
413,Goderich,CA,43.7501,-81.7165,39.9,56,54,6.91,broken clouds
414,Bubaque,GW,11.2833,-15.8333,76.66,66,91,11.36,overcast clouds
415,Doume,CM,4.2333,13.45,69.06,96,52,1.05,broken clouds
416,Lander,US,42.833,-108.7307,36.99,91,75,9.22,broken clouds
417,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.42,93,95,0.87,overcast clouds
418,Dudinka,RU,69.4058,86.1778,20.62,90,100,13.49,overcast clouds
419,Lae,PG,-6.7221,146.9847,92.07,70,91,8.79,overcast clouds
420,Evensk,RU,61.95,159.2333,40.98,62,21,9.15,few clouds
421,Mount Gambier,AU,-37.8333,140.7667,57.11,82,75,19.57,broken clouds
422,Gorontalo,ID,0.5412,123.0595,82.29,86,72,1.7,broken clouds
423,Gizo,SB,-8.103,156.8419,84.11,68,48,4.29,scattered clouds
424,Port Blair,IN,11.6667,92.75,91.44,58,40,4.61,haze
425,Sembe,CG,1.6481,14.5806,71.55,96,91,0.27,light rain
426,Namatanai,PG,-3.6667,152.4333,83.52,71,56,0.83,light rain
427,Colac,AU,-38.3333,143.5833,56.17,56,88,11.5,overcast clouds
428,Mozarlandia,BR,-14.7447,-50.5706,75.72,44,49,2.33,scattered clouds
429,Pinyug,RU,60.251,47.7842,36.18,83,91,12.33,light rain
430,Tuatapere,NZ,-46.1333,167.6833,57.88,78,100,7.23,overcast clouds
431,Macapa,BR,0.0389,-51.0664,76.98,94,0,1.14,clear sky
432,Buritis,BR,-15.6178,-46.4233,64.44,66,6,1.5,clear sky
433,Centralia,US,46.7162,-122.9543,49.44,82,100,1.99,moderate rain
434,Merta,IN,26.65,74.0333,101.62,19,0,9.01,clear sky
435,Ekhabi,RU,53.5102,142.9671,33.42,98,100,10.83,overcast clouds
436,Pinerovka,RU,51.562,43.0689,50.05,62,11,8.1,few clouds
437,Khonsa,IN,27.0167,95.5667,74.64,56,100,3.78,overcast clouds
438,Sakti,IN,22.0333,82.9667,111.06,7,28,8.3,scattered clouds
439,Talcahuano,CL,-36.7167,-73.1167,44.28,87,0,6.91,clear sky
440,Dogondoutchi,NE,13.6393,4.0287,85.66,9,89,6.17,overcast clouds
441,Iqaluit,CA,63.7506,-68.5145,15.53,73,75,10.36,broken clouds
442,Asau,RO,46.4333,26.4,54.95,60,18,3.53,few clouds
443,Le Port,RE,-20.9373,55.2919,82.62,67,12,8.59,few clouds
444,Fairbanks,US,64.8378,-147.7164,36.48,92,29,5.26,scattered clouds
445,Lata,PT,40.1629,-8.3327,53.08,74,2,2.51,clear sky
446,Garissa,KE,-0.4536,39.6401,82.99,62,82,18.3,broken clouds
447,Srednekolymsk,RU,67.45,153.6833,25.38,77,98,6.08,overcast clouds
448,Jieshi,CN,22.8134,115.8257,82.94,75,100,15.3,overcast clouds
449,Snihurivka,UA,47.0758,32.8052,49.41,83,97,13.69,overcast clouds
450,Kallidaikurichchi,IN,8.6667,77.4833,95.95,46,75,6.98,broken clouds
451,Ligayan,PH,4.6533,119.4706,83.97,72,100,5.61,overcast clouds
452,Cape Canaveral,US,28.4058,-80.6048,75.02,74,84,15.7,broken clouds
453,Davila,PH,18.4726,120.5763,89.58,69,91,8.39,overcast clouds
454,Bahia Honda,CU,22.9036,-83.1592,71.85,71,0,7.43,clear sky
455,Jiaocheng,CN,24.6774,116.1389,70.92,86,100,0.07,overcast clouds
456,Skala,PL,50.2305,19.8536,50.79,61,0,1.14,clear sky
457,Champerico,GT,14.3,-91.9167,81.77,75,81,3.69,broken clouds
458,Ano Mera,GR,37.45,25.4,63.66,67,75,26.46,broken clouds
459,Solnechnyy,RU,50.7214,136.6319,39.99,64,40,7.96,scattered clouds
460,Sokone,SN,13.8833,-16.3667,70.02,57,35,5.99,scattered clouds
461,Billings,US,45.7833,-108.5007,40.51,87,98,5.01,overcast clouds
462,Cabra,ES,37.4725,-4.4421,52.63,69,4,3.85,clear sky
463,Toda Raisingh,IN,26.0252,75.4849,104.22,15,0,10.0,clear sky
464,La Asuncion,VE,11.0333,-63.8628,78.87,84,63,15.82,broken clouds
465,Arlit,NE,18.7369,7.3853,84.65,6,100,5.5,overcast clouds
466,Kabalo,CD,-6.05,26.9167,71.64,92,88,3.15,overcast clouds
467,Tabou,CI,4.423,-7.3528,78.98,85,60,6.2,light rain
468,Sabha,LY,27.0377,14.4283,73.9,23,0,16.73,clear sky
469,Anadyr,RU,64.75,177.4833,34.3,86,40,11.18,scattered clouds
470,Sorland,NO,67.667,12.6934,37.2,57,100,15.82,overcast clouds
471,Ulladulla,AU,-35.35,150.4667,70.7,58,69,4.32,broken clouds
472,Kemnay,GB,57.2357,-2.444,45.43,95,100,10.36,overcast clouds
473,Jambi,ID,-1.6,103.6167,87.93,70,95,2.95,overcast clouds
474,Baoro,CF,5.6667,15.9667,68.99,91,82,3.98,broken clouds
475,Santa Barbara,US,34.7333,-120.0343,55.99,87,40,0.0,mist
476,Paamiut,GL,61.994,-49.6678,27.59,95,100,16.62,light snow
477,College,US,64.8569,-147.8028,36.46,92,28,5.1,scattered clouds
478,Malanville,BJ,11.8685,3.3899,84.81,47,94,5.82,overcast clouds
479,Pinawa,CA,50.1489,-95.8811,39.33,98,100,7.61,moderate rain
480,Ridgecrest,US,35.6225,-117.6709,69.66,24,0,3.0,clear sky
481,Kaeo,NZ,-35.1,173.7833,61.32,95,46,9.37,scattered clouds
482,Vieques,PR,18.425,-65.8329,78.12,85,86,11.27,overcast clouds
483,Muisne,EC,0.6,-80.0333,76.91,87,98,5.84,light rain
484,Ca Mau,VN,9.1769,105.15,89.82,54,95,5.82,overcast clouds
485,Jeremoabo,BR,-10.075,-38.4808,66.67,97,55,3.13,broken clouds
486,Bukachacha,RU,52.9833,116.9167,50.56,17,63,6.31,broken clouds
487,Umm Lajj,SA,25.0213,37.2685,89.96,29,0,15.59,clear sky
488,Meulaboh,ID,4.1363,96.1285,86.23,66,100,4.54,overcast clouds
489,Labytnangi,RU,66.6572,66.4183,27.25,74,76,15.88,broken clouds
490,Skjervoy,NO,70.0311,20.9714,32.0,66,100,23.0,light snow
491,Mindelo,CV,16.8901,-24.9804,67.55,73,20,10.36,few clouds
492,Ambulu,ID,-8.345,113.6058,85.24,74,95,1.86,overcast clouds
493,Santa Maria,BR,-29.6842,-53.8069,48.18,91,3,5.57,clear sky
494,Guerrero Negro,MX,27.9769,-114.0611,58.77,82,3,15.57,clear sky
495,Bonito,BR,-21.1211,-56.4819,71.94,79,53,4.83,broken clouds
496,Awbari,LY,26.5921,12.7805,75.52,19,0,16.71,clear sky
497,Iquique,CL,-20.2208,-70.1431,57.24,75,14,4.12,few clouds
498,Maumere,ID,-8.6199,122.2111,86.11,67,93,5.82,overcast clouds
499,Khokhlovo,RU,59.1492,37.3998,37.42,57,92,6.44,light rain
500,Eureka,US,40.8021,-124.1637,55.2,77,99,4.81,overcast clouds
501,Rosarito,MX,32.3333,-117.0333,60.4,76,0,3.76,clear sky
502,Avrille,FR,47.5,-0.5833,45.77,86,85,6.22,overcast clouds
503,Jaicos,BR,-7.3592,-41.1378,69.69,76,74,3.18,broken clouds
504,Padang,ID,-0.9492,100.3543,87.85,66,85,6.11,overcast clouds
505,Uitenhage,ZA,-33.7576,25.3971,61.63,63,12,11.32,few clouds
506,Araripe,BR,-7.2125,-40.0461,66.9,82,88,8.1,light rain
507,Magdagachi,RU,53.45,125.8,45.79,19,74,6.24,broken clouds
508,Severnyy,RU,50.677,36.5532,50.04,46,0,4.47,clear sky
509,Vardo,NO,70.3705,31.1107,29.05,65,100,22.84,light snow
510,Bereda,ES,43.2686,-7.5406,49.57,100,97,0.94,overcast clouds
511,Torbat-E Jam,IR,35.244,60.6225,82.83,21,37,7.11,scattered clouds
512,Teya,RU,60.3778,92.6267,45.25,83,99,6.78,overcast clouds
513,Shakawe,BW,-18.3667,21.85,63.23,50,0,4.79,clear sky
514,Inhambane,MZ,-23.865,35.3833,71.8,77,0,6.38,clear sky
515,Saint-Leu,RE,-21.15,55.2833,81.68,72,6,4.54,clear sky
516,Makakilo City,US,21.3469,-158.0858,73.72,78,75,11.5,broken clouds
517,Uruana,BR,-15.4981,-49.6875,64.6,63,3,2.04,clear sky
518,Pasighat,IN,28.0667,95.3333,81.34,58,100,1.07,light rain
519,Madang,PG,-5.2246,145.7966,83.53,78,93,5.91,overcast clouds
520,Sangar,RU,63.9242,127.4739,35.51,85,54,9.13,broken clouds
521,Puri,IN,19.8,85.85,93.72,79,24,19.22,few clouds
522,Pangnirtung,CA,66.1451,-65.7125,2.32,84,17,8.81,few clouds
523,Staraya Kulatka,RU,52.7167,47.6167,49.08,57,91,10.27,overcast clouds
524,Strezhevoy,RU,60.7333,77.5889,33.64,63,99,8.43,overcast clouds
525,Havelock,US,34.8791,-76.9013,63.93,88,75,2.66,broken clouds
526,San Ramon,US,37.7799,-121.978,58.91,73,96,3.65,overcast clouds
527,Marzuq,YE,14.4,46.4667,81.16,39,1,3.13,clear sky
528,Nizwa,OM,22.9333,57.5333,94.57,26,9,12.48,clear sky
529,Honiara,SB,-9.4333,159.95,82.11,80,100,1.59,overcast clouds
530,Alofi,NU,-19.0595,-169.9187,80.49,89,97,4.61,overcast clouds
531,Linkoping,SE,58.4109,15.6216,40.57,86,20,0.0,fog
532,Pisco,PE,-13.7,-76.2167,66.25,77,64,5.75,mist
533,Sola,VU,-13.8833,167.55,82.17,72,100,6.8,overcast clouds
534,Chekhov,RU,55.1431,37.4711,37.35,53,58,9.19,broken clouds
535,Casablanca,MA,33.5928,-7.6192,57.42,65,56,7.72,broken clouds
536,Mackenzie,CA,55.2999,-123.1698,39.42,60,0,4.61,clear sky
537,Point Fortin,TT,10.1833,-61.6833,78.85,83,84,12.97,broken clouds
538,Jasper,US,37.2001,-94.3502,73.11,66,22,24.94,few clouds
539,Olafsvik,IS,64.8945,-23.7142,43.47,87,38,8.88,scattered clouds
540,Manokwari,ID,-0.8667,134.0833,79.56,82,100,2.51,overcast clouds
541,Panchgani,IN,17.9167,73.8167,90.03,17,2,9.86,clear sky
542,Adrar,MR,20.5022,-10.0711,68.94,23,20,8.77,few clouds
543,Bethausen,RO,45.8331,21.9528,55.18,79,8,1.92,clear sky
544,Yueyang,CN,29.3333,113.0919,57.06,90,100,11.1,overcast clouds
545,Palembang,ID,-2.9167,104.7458,89.69,62,40,3.44,scattered clouds
546,Archena,ES,38.1163,-1.3004,55.51,78,14,5.28,few clouds
547,Hashtrud,IR,37.4779,47.0508,58.96,59,85,7.25,light rain
548,Nebolchi,RU,59.1239,33.3454,36.09,64,91,7.27,overcast clouds
549,Ixtapa,MX,20.7,-105.2,73.22,63,1,1.01,clear sky
550,Saint-Augustin,CA,51.226,-58.6502,36.25,87,100,20.76,overcast clouds
551,La Salle,US,41.3334,-89.0918,57.56,64,75,21.85,broken clouds
552,Valleyview,CA,55.0667,-117.2859,32.04,100,99,2.3,snow
553,Chapais,CA,49.7834,-74.8492,28.18,96,8,4.99,clear sky
554,Nome,US,64.5011,-165.4064,40.15,74,98,11.56,overcast clouds
555,Hofn,IS,64.2539,-15.2082,45.01,63,21,4.68,few clouds
556,Tulsipur,NP,28.131,82.2973,98.96,16,2,9.37,clear sky
557,Taoudenni,ML,22.6783,-3.9836,72.43,35,27,17.36,scattered clouds
558,Kodinar,IN,20.7903,70.7031,93.07,48,0,15.23,clear sky
559,Westport,US,41.1415,-73.3579,49.82,39,0,3.0,clear sky
560,Bekwai,GH,6.4534,-1.5774,72.45,97,78,2.57,broken clouds
561,Neryungri,RU,56.6709,124.6491,33.73,45,14,1.23,few clouds
562,Likasi,CD,-10.9814,26.7333,64.72,82,99,4.03,overcast clouds
563,Martapura,ID,-3.4167,114.85,91.49,58,40,3.44,scattered clouds
564,Les Escoumins,CA,48.1111,-69.0236,31.35,95,100,12.01,overcast clouds
565,Fukue,JP,32.6881,128.8419,61.16,67,75,14.97,broken clouds
566,Palimbang,PH,6.2106,124.1894,83.12,78,95,2.75,overcast clouds
567,Palmas Bellas,PA,9.2319,-80.0867,78.26,89,93,3.31,overcast clouds
568,Minab,IR,27.1467,57.0801,91.47,40,45,9.33,scattered clouds
569,Rosetta,EG,31.4044,30.4164,67.93,77,17,13.71,few clouds
570,Umm Kaddadah,SD,13.6017,26.6876,88.12,11,74,5.41,broken clouds
571,Abdanan,IR,32.9926,47.4198,69.22,49,37,5.55,scattered clouds
572,Banepa,NP,27.6298,85.5214,83.89,28,13,7.0,few clouds
573,Sosnovo,RU,60.5514,30.2144,36.54,43,18,6.44,few clouds
574,Dutlwe,BW,-23.9833,23.9,64.56,66,34,4.99,scattered clouds
575,Severomuysk,RU,56.1481,113.4267,27.57,95,100,4.16,snow
576,Tual,ID,-5.6667,132.75,84.27,74,100,12.37,overcast clouds
577,Xinqing,CN,48.2333,129.5,46.71,67,100,3.96,light rain
578,Marsh Harbour,BS,26.5412,-77.0636,73.0,79,92,20.56,overcast clouds
579,Nouakchott,MR,18.0858,-15.9785,69.73,40,0,10.0,clear sky
580,Kununurra,AU,-15.7667,128.7333,96.78,38,40,5.75,scattered clouds
581,Murray Bridge,AU,-35.1167,139.2667,64.13,42,53,12.3,broken clouds
582,Sergeyevka,KZ,53.88,67.4158,57.74,48,53,14.25,broken clouds
583,San Jeronimo,PE,-11.9472,-75.2829,47.12,83,86,1.01,overcast clouds
584,Wageningen,NL,51.9667,5.6667,43.95,91,87,4.94,overcast clouds
585,Balykshi,KZ,47.0667,51.8667,59.0,55,40,29.08,scattered clouds
586,Trinidad,BO,-14.8333,-64.9,68.4,84,46,5.66,scattered clouds
587,Kovdor,RU,67.5662,30.4758,29.19,61,42,8.97,scattered clouds
588,Pyu,MM,18.4833,96.4333,100.22,36,59,11.41,broken clouds
589,Mahon,ES,39.8885,4.2658,55.96,82,0,6.91,clear sky
590,Gallup,US,35.5281,-108.7426,48.02,16,2,1.01,clear sky
591,Kostomuksha,RU,64.571,30.5767,31.03,67,69,8.21,broken clouds
592,Alaca,TR,40.1683,34.8425,58.91,70,76,7.43,broken clouds
593,Great Falls,US,47.5002,-111.3008,40.68,80,0,9.22,clear sky
594,Barcelona,ES,41.3888,2.159,64.33,75,0,10.36,clear sky
595,Ambovombe,MG,-25.1667,46.0833,72.25,57,0,4.61,clear sky
596,Abu Samrah,SY,35.3029,37.1841,81.64,24,36,14.05,scattered clouds
597,Ust-Kut,RU,56.7938,105.7672,59.05,79,100,10.13,overcast clouds
598,Leh,IN,34.1667,77.5833,50.16,39,59,0.67,broken clouds
599,Boa Vista,BR,2.8197,-60.6733,78.78,89,75,3.44,broken clouds
600,Tarakan,ID,3.3,117.6333,83.7,79,75,5.75,broken clouds
601,Kabanjahe,ID,3.1001,98.4908,74.7,76,94,2.73,overcast clouds
602,Karimganj,IN,24.8667,92.35,94.48,43,27,1.48,scattered clouds
603,Khandyga,RU,62.6667,135.6,36.61,65,67,1.3,broken clouds
604,Copiapo,CL,-27.3667,-70.3333,49.69,81,99,0.92,overcast clouds
605,Yeniseysk,RU,58.4497,92.1703,61.77,72,96,6.71,overcast clouds
606,Aljezur,PT,37.3191,-8.8033,56.64,78,13,2.53,few clouds
607,Ozieri,IT,40.586,9.0012,53.49,51,0,1.5,clear sky
608,Paramonga,PE,-10.6667,-77.8333,66.45,88,96,6.49,overcast clouds
609,East Liverpool,US,40.6187,-80.5773,49.55,86,100,5.19,overcast clouds
610,Lucea,JM,18.451,-78.1736,76.86,79,13,3.74,few clouds
611,San Carlos De Bariloche,AR,-41.1456,-71.3082,29.95,86,75,4.61,broken clouds
612,Tonota,BW,-21.4833,27.4833,65.62,37,0,3.89,clear sky
613,Trairi,BR,-3.2778,-39.2689,76.05,89,99,6.71,overcast clouds
614,Abu Kamal,SY,34.4506,40.9171,84.07,27,30,10.04,scattered clouds
615,Thetford Mines,CA,46.0913,-71.3013,35.28,99,91,3.24,overcast clouds
616,Camana,PE,-16.6228,-72.7111,65.5,87,88,7.96,overcast clouds
617,Plainview,US,40.7765,-73.4673,50.52,40,0,3.0,clear sky
618,Beloha,MG,-25.1667,45.05,73.36,50,0,8.48,clear sky
619,Codrington,AU,-38.2667,141.9667,61.23,57,98,16.17,overcast clouds
620,Murray,US,40.6669,-111.888,47.64,43,0,11.01,clear sky
621,Talara,PE,-4.5772,-81.2719,69.62,76,86,14.85,overcast clouds
622,San Bartolome De Tirajana,ES,27.9248,-15.5733,54.07,78,20,18.41,few clouds
623,Tilichiki,RU,60.4667,166.1,31.53,87,40,8.14,scattered clouds
624,Sortland,NO,68.6949,15.4162,35.1,67,92,6.44,light snow
