City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Panarukan,ID,2022-04-20 18:09:18,-7.7018,113.9184,76.66,84,95,2.71
280,Griffith,US,2022-04-20 18:09:19,41.5284,-87.4237,49.1,70,100,20.71
281,Olinda,BR,2022-04-20 18:09:19,-8.0089,-34.8553,80.33,89,75,14.97
282,Kanniyakumari,IN,2022-04-20 18:09:20,8.0833,77.5667,83.39,82,62,10.2
283,Impfondo,CG,2022-04-20 18:09:20,1.6381,18.0667,72.14,97,100,2.77
284,Taoudenni,ML,2022-04-20 18:09:21,22.6783,-3.9836,99.48,7,6,16.91
285,Sorong,ID,2022-04-20 18:09:21,-0.8833,131.25,80.89,81,100,1.77
286,Mayo,US,2022-04-20 18:09:22,38.8876,-76.5119,61.95,39,0,8.01
287,El Vigia,VE,2022-04-20 18:09:22,8.6219,-71.6506,86.34,65,94,3.51
288,Sonqor,IR,2022-04-20 18:09:23,34.7837,47.6004,59.02,31,94,3.18
289,Moerai,PF,2022-04-20 18:09:23,-22.4333,-151.3333,76.42,65,100,27.2
290,Kargopol,RU,2022-04-20 18:09:24,61.5071,38.9456,35.35,91,99,5.82
291,Nahan,IN,2022-04-20 18:09:24,30.55,77.3,81.37,21,91,6.55
292,Abha,SA,2022-04-20 18:09:25,18.2164,42.5053,66.45,73,0,6.91
293,Souillac,MU,2022-04-20 18:09:25,-20.5167,57.5167,77.95,84,87,6.51
294,Huainan,CN,2022-04-20 18:09:25,32.6264,116.9969,56.32,78,36,3.29
295,Pocatello,US,2022-04-20 18:05:03,42.8713,-112.4455,51.71,38,40,17.27
296,Maniitsoq,GL,2022-04-20 18:09:26,65.4167,-52.9,20.17,53,21,4.47
297,Puerto Escondido,MX,2022-04-20 18:06:40,15.85,-97.0667,85.03,74,0,12.66
298,Naze,JP,2022-04-20 18:09:26,28.3667,129.4833,66.22,74,100,5.95
299,Beloha,MG,2022-04-20 18:09:27,-25.1667,45.05,72.72,86,59,15.35
300,Severo-Kurilsk,RU,2022-04-20 18:09:27,50.6789,156.125,31.66,86,72,4.09
301,Cadillac,US,2022-04-20 18:09:07,44.2519,-85.4012,52.09,40,75,13.8
302,Bandipur,NP,2022-04-20 18:09:27,27.9333,84.4167,65.17,72,18,1.72
303,Pandan,PH,2022-04-20 18:09:28,14.0453,124.1694,78.96,88,17,5.57
304,Pangoa,PE,2022-04-20 18:09:28,-12.1167,-73.0,86.77,46,41,4.72
305,Kristiansund,NO,2022-04-20 18:09:29,63.1115,7.732,54.25,54,0,2.3
306,Bonavista,CA,2022-04-20 18:09:29,48.6499,-53.1147,38.95,85,98,30.04
307,Dwarka,IN,2022-04-20 18:09:29,22.2394,68.9678,80.49,84,4,11.7
308,Cerkezkoy,TR,2022-04-20 18:09:30,41.285,28.0003,48.38,81,40,6.91
309,Bestobe,KZ,2022-04-20 18:09:30,52.4994,73.0975,53.6,65,78,12.03
310,Paamiut,GL,2022-04-20 18:09:31,61.994,-49.6678,26.1,48,84,4.5
311,Bambanglipuro,ID,2022-04-20 18:09:32,-7.95,110.2833,75.74,90,92,4.21
312,Padang,ID,2022-04-20 18:09:32,-0.9492,100.3543,77.13,88,100,5.39
313,Lamar,US,2022-04-20 18:09:32,33.6668,-95.5836,70.99,94,100,17.27
314,Sao Jose Da Coroa Grande,BR,2022-04-20 18:09:33,-8.8978,-35.1478,82.42,69,77,9.95
315,Ancud,CL,2022-04-20 18:09:33,-41.8697,-73.8203,52.23,69,82,11.56
316,Elko,US,2022-04-20 18:09:34,41.0002,-115.5012,54.05,36,12,3.0
317,Kalmar,SE,2022-04-20 18:09:34,56.6616,16.3616,46.33,77,55,11.99
318,Pedernales,DO,2022-04-20 18:09:34,18.0384,-71.744,81.18,71,100,0.92
319,Hasaki,JP,2022-04-20 18:09:35,35.7333,140.8333,55.8,84,24,5.06
320,Tiksi,RU,2022-04-20 18:09:35,71.6872,128.8694,8.65,98,100,4.59
321,Honiara,SB,2022-04-20 18:10:36,-9.4333,159.95,77.36,87,98,4.41
322,Yarensk,RU,2022-04-20 18:10:36,62.1675,49.0916,27.72,91,73,5.08
323,Zhumadian,CN,2022-04-20 18:10:37,32.9794,114.0294,54.59,95,2,6.73
324,Jan Kempdorp,ZA,2022-04-20 18:10:37,-27.9225,24.8305,64.38,44,6,7.45
325,San Patricio,US,2022-04-20 18:10:37,28.017,-97.5169,82.27,57,83,23.53
326,Castrovillari,IT,2022-04-20 18:10:38,39.8203,16.2123,52.29,61,71,2.84
327,Regen,DE,2022-04-20 18:10:38,48.9667,13.1333,48.51,54,82,4.74
328,Mehamn,NO,2022-04-20 18:10:39,71.0357,27.8492,40.91,94,44,7.29
329,Samarai,PG,2022-04-20 18:10:39,-10.6167,150.6667,81.82,79,86,12.73
330,Road Town,VG,2022-04-20 18:10:40,18.4167,-64.6167,82.49,65,40,12.66
331,Roebourne,AU,2022-04-20 18:10:40,-20.7833,117.1333,84.49,39,66,8.28
332,Scottsbluff,US,2022-04-20 18:09:18,41.8666,-103.6672,62.83,22,0,18.41
333,Bathsheba,BB,2022-04-20 18:10:40,13.2167,-59.5167,84.81,58,40,21.85
334,Kununurra,AU,2022-04-20 18:10:41,-15.7667,128.7333,75.18,78,100,0.0
335,Kavieng,PG,2022-04-20 18:10:41,-2.5744,150.7967,82.35,76,68,14.03
336,Waipawa,NZ,2022-04-20 18:10:41,-41.4122,175.5153,58.82,85,100,6.76
337,Camargo,MX,2022-04-20 18:10:42,27.6667,-105.1667,86.31,10,98,2.66
338,Plaeng Yao,TH,2022-04-20 18:10:42,13.5847,101.284,83.25,99,50,5.55
339,Tsaratanana,MG,2022-04-20 18:10:43,-16.7833,47.65,75.94,77,16,9.19
340,Lazaro Cardenas,MX,2022-04-20 18:09:22,17.9583,-102.2,86.09,42,0,10.07
341,Salym,RU,2022-04-20 18:10:43,60.0625,71.4789,33.39,98,100,6.38
342,Haradok,BY,2022-04-20 18:10:44,55.4624,29.9816,50.49,57,88,15.5
343,Hobyo,SO,2022-04-20 18:10:44,5.3505,48.5268,83.35,65,80,12.57
344,Hingorja,PK,2022-04-20 18:10:44,27.2109,68.416,89.38,21,79,9.1
345,Montreux,CH,2022-04-20 18:10:45,46.433,6.9114,61.2,62,100,2.66
346,Nishihara,JP,2022-04-20 18:10:45,26.1842,127.7558,71.26,88,20,9.22
347,Warwick,US,2022-04-20 18:10:46,41.7001,-71.4162,57.4,38,20,13.8
348,Sawai Madhopur,IN,2022-04-20 18:10:46,25.9833,76.3667,89.51,14,36,7.18
349,Kaifeng,CN,2022-04-20 18:10:46,34.7911,114.3483,57.6,80,28,14.67
350,Vila Do Maio,CV,2022-04-20 18:10:47,15.1333,-23.2167,79.59,80,87,12.12
351,Godean,ID,2022-04-20 18:10:47,-7.7697,110.2939,73.94,92,83,2.84
352,Limon,CR,2022-04-20 18:10:48,10.0,-83.0333,85.89,66,0,9.22
353,San Estanislao,CO,2022-04-20 18:10:48,10.3983,-75.1511,85.89,81,100,8.95
354,Lorengau,PG,2022-04-20 18:10:48,-2.0226,147.2712,82.06,74,42,10.4
355,Baghmara,IN,2022-04-20 18:10:49,23.795,86.2085,80.19,76,11,12.59
356,Katsuura,JP,2022-04-20 18:10:49,35.1333,140.3,57.22,88,41,5.84
357,Kumano,JP,2022-04-20 18:10:50,34.3442,132.5894,57.94,62,99,4.14
358,Sortland,NO,2022-04-20 18:10:50,68.6949,15.4162,44.56,81,18,6.24
359,Abu Dhabi,AE,2022-04-20 18:10:51,24.4667,54.3667,77.11,77,0,4.61
360,Emerald,AU,2022-04-20 18:10:51,-23.5333,148.1667,69.35,58,22,10.36
361,Nome,US,2022-04-20 18:10:51,64.5011,-165.4064,28.47,74,0,0.0
362,Hambantota,LK,2022-04-20 18:06:12,6.1241,81.1185,80.76,82,81,2.84
363,Bilibino,RU,2022-04-20 18:10:29,68.0546,166.4372,5.18,96,91,3.67
364,Grand Baie,MU,2022-04-20 18:10:52,-20.0182,57.5802,77.45,87,81,1.01
365,Sosnovo-Ozerskoye,RU,2022-04-20 18:10:53,52.5249,111.5418,23.94,69,36,8.37
366,Yar-Sale,RU,2022-04-20 18:10:53,66.8333,70.8333,6.15,87,100,23.62
367,Carutapera,BR,2022-04-20 18:06:18,-1.195,-46.02,84.67,70,96,6.71
368,Ust-Omchug,RU,2022-04-20 18:10:54,61.15,149.6333,-4.7,100,86,3.51
369,Bonthe,SL,2022-04-20 18:11:54,7.5264,-12.505,83.71,71,76,12.19
370,Gashua,NG,2022-04-20 18:11:55,12.871,11.0482,90.25,16,67,5.66
371,Cabo San Lucas,MX,2022-04-20 18:10:10,22.8909,-109.9124,77.05,69,0,5.01
372,Rio Grande,BR,2022-04-20 18:11:55,-32.035,-52.0986,80.71,62,0,9.75
373,Naryan-Mar,RU,2022-04-20 18:11:55,67.6713,53.087,12.61,93,94,8.39
374,Mwense,ZM,2022-04-20 18:11:56,-10.3845,28.698,66.99,93,75,4.5
375,Mecca,SA,2022-04-20 18:11:56,21.4267,39.8261,86.23,43,1,7.61
376,Itatskiy,RU,2022-04-20 18:11:57,56.07,89.0369,36.25,77,94,6.13
377,Bokoro,TD,2022-04-20 18:11:57,12.3807,17.0568,96.98,17,100,4.14
378,Vestmannaeyjar,IS,2022-04-20 18:11:57,63.4427,-20.2734,45.59,93,75,13.8
379,Bail Hongal,IN,2022-04-20 18:11:58,15.8167,74.8667,88.12,39,97,4.94
380,Port Lincoln,AU,2022-04-20 18:11:59,-34.7333,135.8667,60.1,66,72,5.99
381,Imbituba,BR,2022-04-20 18:11:59,-28.24,-48.6703,71.83,68,0,6.08
382,Saint-Francois,FR,2022-04-20 18:11:59,46.4154,3.9054,62.04,59,0,4.61
383,Novodugino,RU,2022-04-20 18:12:00,55.6305,34.2842,47.86,64,95,17.92
384,Coquimbo,CL,2022-04-20 18:12:00,-29.9533,-71.3436,64.13,72,40,11.5
385,Nantucket,US,2022-04-20 18:12:01,41.2835,-70.0995,57.25,44,0,20.71
386,Portland,US,2022-04-20 18:11:23,45.5234,-122.6762,48.78,86,100,14.97
387,Novyy Urengoy,RU,2022-04-20 18:12:01,66.0833,76.6333,5.7,90,100,23.67
388,Lexington,US,2022-04-20 18:10:31,37.9887,-84.4777,66.72,37,0,6.91
389,Narsaq,GL,2022-04-20 18:09:08,60.9167,-46.05,37.62,41,61,1.68
390,Cayambe,EC,2022-04-20 18:12:02,0.05,-78.1333,54.66,77,95,5.59
391,Mabaruma,GY,2022-04-20 18:12:03,8.2,-59.7833,86.5,56,98,7.81
392,Lanzhou,CN,2022-04-20 18:12:04,36.0564,103.7922,58.1,14,55,4.34
393,Soyo,AO,2022-04-20 18:12:05,-6.1349,12.3689,77.52,90,100,7.78
394,Deputatskiy,RU,2022-04-20 18:12:05,69.3,139.9,7.7,88,90,2.66
395,Nushki,PK,2022-04-20 18:12:06,29.5542,66.0215,74.71,13,0,9.06
396,Guerrero Negro,MX,2022-04-20 18:09:00,27.9769,-114.0611,67.53,61,100,18.48
397,Vila,PT,2022-04-20 18:12:08,42.0304,-8.1588,49.08,47,42,9.17
398,Caparrapi,CO,2022-04-20 18:08:17,5.3464,-74.4915,78.91,59,91,3.96
399,Rani,IN,2022-04-20 18:12:09,25.3503,73.3089,86.09,27,90,10.76
400,Laguna,US,2022-04-20 18:12:09,38.421,-121.4238,65.05,60,20,9.22
401,Cantaura,VE,2022-04-20 18:12:10,9.3057,-64.3584,91.33,37,67,5.48
402,Khash,IR,2022-04-20 18:12:10,28.2211,61.2158,69.44,15,0,5.06
403,La Cruz,MX,2022-04-20 18:12:11,23.9167,-106.9,81.41,52,34,9.71
404,Le Havre,FR,2022-04-20 18:12:12,49.4938,0.1077,62.35,63,100,9.22
405,Jackson,US,2022-04-20 18:11:36,42.4165,-122.8345,53.46,74,100,11.99
406,Saint George,US,2022-04-20 18:12:12,37.1041,-113.5841,73.8,21,0,0.0
407,Zhenlai,CN,2022-04-20 18:12:13,45.8495,123.2973,51.87,56,98,13.09
408,Pueblo Nuevo,MX,2022-04-20 18:12:14,23.3833,-105.3833,77.43,14,5,7.87
409,Mitsamiouli,KM,2022-04-20 18:12:15,-11.3847,43.2844,82.6,77,88,7.92
410,Byumba,RW,2022-04-20 18:12:15,-1.5763,30.0675,55.6,97,100,3.56
411,Hovd,MN,2022-04-20 18:10:47,48.0056,91.6419,38.82,49,40,2.46
412,Kathmandu,NP,2022-04-20 18:08:24,27.7167,85.3167,64.62,94,75,4.61
413,Pisco,PE,2022-04-20 18:12:16,-13.7,-76.2167,75.25,64,0,18.41
414,Strezhevoy,RU,2022-04-20 18:11:41,60.7333,77.5889,32.95,98,100,6.64
415,Thurso,GB,2022-04-20 18:08:54,58.5927,-3.5259,44.85,84,2,17.69
416,Lompoc,US,2022-04-20 18:13:17,34.6391,-120.4579,68.68,66,0,12.66
417,Tilichiki,RU,2022-04-20 18:13:18,60.4667,166.1,2.12,99,83,7.81
418,Rodez,FR,2022-04-20 18:13:19,44.5,2.5833,52.11,100,75,3.44
419,Mount Gambier,AU,2022-04-20 18:13:19,-37.8333,140.7667,51.37,85,39,3.11
420,Havre-Saint-Pierre,CA,2022-04-20 18:13:20,50.2334,-63.5986,41.36,75,100,9.22
421,Raudeberg,NO,2022-04-20 18:10:32,61.9875,5.1352,48.96,81,15,8.75
422,Caravelas,BR,2022-04-20 18:09:09,-17.7125,-39.2481,81.43,53,2,8.61
423,Svetlaya,RU,2022-04-20 18:12:08,46.5389,138.3297,45.52,76,85,13.96
424,Palmas,BR,2022-04-20 18:13:21,-10.2128,-48.3603,87.67,62,40,1.14
425,Kushiro,JP,2022-04-20 18:13:21,42.975,144.3747,39.38,92,12,11.34
426,Edson,CA,2022-04-20 18:13:22,53.5835,-116.4356,28.54,100,100,4.61
427,Atar,MR,2022-04-20 18:13:22,20.5169,-13.0499,95.83,13,85,14.99
428,Santa Rosa,PH,2022-04-20 18:13:23,14.3122,121.1114,81.09,76,4,4.99
429,Miles City,US,2022-04-20 18:13:10,46.4083,-105.8406,52.77,35,75,16.11
430,Santa Marta,CO,2022-04-20 18:10:26,11.2408,-74.199,81.34,75,69,9.98
431,Sydney Mines,CA,2022-04-20 18:13:24,46.2367,-60.2177,53.6,71,75,17.27
432,Forio,IT,2022-04-20 18:13:24,40.7342,13.8646,63.91,71,100,9.35
433,Natal,BR,2022-04-20 18:11:07,-5.795,-35.2094,86.65,66,40,11.5
434,Muisne,EC,2022-04-20 18:13:25,0.6,-80.0333,79.12,85,98,11.25
435,Richards Bay,ZA,2022-04-20 18:13:25,-28.783,32.0377,65.28,86,39,6.62
436,Sokoni,TZ,2022-04-20 18:13:26,-6.4333,39.55,80.04,79,100,7.9
437,Sisimiut,GL,2022-04-20 18:13:26,66.9395,-53.6735,18.21,50,6,8.14
438,Piquete,BR,2022-04-20 18:13:27,-22.6136,-45.1761,75.72,65,19,2.62
439,Hede,CN,2022-04-20 18:13:27,33.7681,120.2517,59.07,88,100,8.99
440,Disna,BY,2022-04-20 18:13:28,55.568,28.1971,52.72,55,88,13.82
441,Tampilisan,PH,2022-04-20 18:13:29,8.0167,122.6833,75.04,93,60,1.54
442,Boden,SE,2022-04-20 18:13:29,65.8252,21.6886,37.4,100,89,2.86
443,Along,IN,2022-04-20 18:13:30,28.1667,94.7667,67.39,91,95,2.19
444,Zhuanghe,CN,2022-04-20 18:13:30,39.7008,122.9911,48.47,90,0,6.26
445,Kutum,SD,2022-04-20 18:13:30,14.2,24.6667,83.75,14,74,7.11
446,Los Llanos De Aridane,ES,2022-04-20 18:13:31,28.6585,-17.9182,64.15,72,75,17.27
447,Kangaatsiaq,GL,2022-04-20 18:13:31,68.3065,-53.4641,8.13,73,13,11.79
448,Gympie,AU,2022-04-20 18:13:32,-26.1898,152.665,67.17,95,18,2.71
449,Lashio,MM,2022-04-20 18:13:32,22.9333,97.75,65.21,75,21,1.88
450,Neuquen,AR,2022-04-20 18:10:07,-38.9516,-68.0591,64.42,26,3,23.09
451,Brewster,US,2022-04-20 18:13:33,41.3973,-73.6171,56.44,40,0,12.66
452,Marawi,PH,2022-04-20 18:13:33,7.9986,124.2928,69.22,94,80,1.79
453,Bemidji,US,2022-04-20 18:13:34,47.4736,-94.8803,37.06,97,100,4.61
454,Manokwari,ID,2022-04-20 18:13:34,-0.8667,134.0833,79.3,79,86,2.55
455,Amberley,US,2022-04-20 18:13:35,39.2048,-84.428,61.56,43,20,8.05
456,Cacoal,BR,2022-04-20 18:13:35,-11.4386,-61.4472,87.01,65,62,1.28
457,Qasigiannguit,GL,2022-04-20 18:13:36,68.8193,-51.1922,16.05,67,4,6.46
458,Inuvik,CA,2022-04-20 18:13:36,68.3499,-133.7218,9.36,85,20,6.91
459,Aripuana,BR,2022-04-20 18:08:49,-9.1667,-60.6333,82.2,90,72,3.51
460,Mahanoro,MG,2022-04-20 18:13:37,-19.9,48.8,75.51,91,38,4.92
461,Yulara,AU,2022-04-20 18:14:37,-25.2406,130.9889,62.44,34,89,9.22
462,Moree,AU,2022-04-20 18:14:38,-29.4667,149.85,48.22,87,98,4.61
463,Cunha,BR,2022-04-20 18:14:38,-23.0744,-44.9597,75.94,63,10,3.78
464,Buenos Aires,AR,2022-04-20 18:11:55,-34.6132,-58.3772,78.78,54,52,9.08
465,Aanekoski,FI,2022-04-20 18:14:39,62.6946,25.818,46.47,95,75,2.42
466,Jalu,LY,2022-04-20 18:14:39,29.0331,21.5482,71.62,18,2,8.63
467,Erdenet,MN,2022-04-20 18:14:40,49.0333,104.0833,26.44,51,98,4.74
468,Kamaishi,JP,2022-04-20 18:14:40,39.2667,141.8833,48.74,92,27,8.46
469,Ouadda,CF,2022-04-20 18:14:40,8.0777,22.4007,80.58,53,95,3.09
470,Sabang,ID,2022-04-20 18:12:04,5.8933,95.3214,83.16,72,100,5.66
471,Bitlis,TR,2022-04-20 18:14:41,38.5,42.25,46.27,57,3,4.5
472,Brzeg,PL,2022-04-20 18:14:30,50.8608,17.4674,44.69,98,100,4.34
473,Moose Factory,CA,2022-04-20 18:14:41,51.2585,-80.6094,42.8,36,0,10.36
474,Seminole,US,2022-04-20 18:14:42,28.7086,-81.2081,81.41,58,100,18.41
475,Sandnessjoen,NO,2022-04-20 18:14:42,66.0217,12.6316,52.32,66,0,8.05
476,Senneterre,CA,2022-04-20 18:14:43,48.3835,-77.2328,36.14,62,58,8.68
477,Walvis Bay,NA,2022-04-20 18:14:43,-22.9575,14.5053,78.1,39,7,11.95
478,Vao,NC,2022-04-20 18:14:44,-22.6667,167.4833,74.88,70,0,8.19
479,Cantanhede,BR,2022-04-20 18:14:44,-3.6333,-44.3767,81.21,90,94,1.68
480,Destin,US,2022-04-20 18:12:57,30.3935,-86.4958,79.65,57,0,21.0
481,Nalut,LY,2022-04-20 18:14:45,30.3333,10.85,83.71,9,87,12.88
482,Marsh Harbour,BS,2022-04-20 18:11:58,26.5412,-77.0636,73.31,65,53,22.41
483,Lukovetskiy,RU,2022-04-20 18:14:45,64.2956,41.9211,27.88,93,28,3.62
484,Rio Gallegos,AR,2022-04-20 18:11:56,-51.6226,-69.2181,64.45,29,40,18.41
485,Canutama,BR,2022-04-20 18:14:46,-6.5339,-64.3831,78.48,92,99,2.71
486,Regina,CA,2022-04-20 18:13:59,50.4501,-104.6178,35.04,84,100,10.0
487,Payao,PH,2022-04-20 18:14:47,10.1833,122.95,78.87,83,26,4.79
488,Sulangan,PH,2022-04-20 18:11:47,11.1373,123.7228,82.53,78,42,10.89
489,Trairi,BR,2022-04-20 18:14:47,-3.2778,-39.2689,83.79,76,92,11.07
490,Cockburn Town,TC,2022-04-20 18:14:48,21.4612,-71.1419,76.98,80,97,11.56
491,Dhemaji,IN,2022-04-20 18:14:48,27.4833,94.5833,72.05,79,84,3.24
492,Lander,US,2022-04-20 18:14:49,42.833,-108.7307,54.0,23,0,20.71
493,High Rock,BS,2022-04-20 18:14:50,26.6208,-78.2833,77.02,61,74,22.95
494,Bobo Dioulasso,BF,2022-04-20 18:14:50,11.1771,-4.2979,96.35,25,94,4.72
495,Srednekolymsk,RU,2022-04-20 18:14:51,67.45,153.6833,1.69,97,50,1.92
496,Karasjok,NO,2022-04-20 18:14:51,69.4719,25.5112,42.85,94,97,3.2
497,Sabha,LY,2022-04-20 18:14:51,27.0377,14.4283,79.92,12,83,9.55
498,Aracati,BR,2022-04-20 18:14:32,-4.5617,-37.7697,85.89,65,72,9.55
499,Krutinka,RU,2022-04-20 18:14:52,56.0055,71.5113,39.4,75,97,5.1
500,Kon Tum,VN,2022-04-20 18:14:53,14.35,108.0,67.15,95,15,2.44
501,Ovsyanka,RU,2022-04-20 18:14:53,55.9575,92.5519,40.17,84,100,4.59
502,Saint-Michel-Des-Saints,CA,2022-04-20 18:14:54,46.6834,-73.9159,35.94,91,100,13.15
503,Matara,LK,2022-04-20 18:14:54,5.9485,80.5353,79.38,87,97,3.13
504,Geraldton,AU,2022-04-20 18:14:55,-28.7667,114.6,66.61,48,99,13.8
505,Honningsvag,NO,2022-04-20 18:14:55,70.9821,25.9704,42.55,75,93,3.44
506,Egvekinot,RU,2022-04-20 18:14:56,66.3167,-179.1667,19.62,87,100,3.44
507,Chichester,GB,2022-04-20 18:14:56,50.8367,-0.78,60.21,59,72,1.01
508,Emba,KZ,2022-04-20 18:14:56,48.8264,58.1442,62.92,39,92,6.38
509,Harrisburg,US,2022-04-20 18:10:12,40.2737,-76.8844,57.87,36,0,7.0
510,Vila Velha,BR,2022-04-20 18:15:57,-20.3297,-40.2925,82.35,73,20,14.97
511,Lvov,UA,2022-04-20 18:15:57,49.8383,24.0232,37.99,95,98,6.78
512,Uyuni,BO,2022-04-20 18:15:58,-20.4597,-66.825,56.98,8,58,12.44
513,Aksarayskiy,RU,2022-04-20 18:15:58,46.7924,48.0119,65.05,52,100,16.42
514,Vostok,RU,2022-04-20 18:15:59,46.4856,135.8833,43.61,62,95,7.99
515,Praxedis Guerrero,MX,2022-04-20 18:15:59,31.3667,-106.0167,83.66,9,2,23.82
516,Songjianghe,CN,2022-04-20 18:15:59,42.1859,127.479,46.83,54,0,9.69
517,Arman,RU,2022-04-20 18:16:00,59.7,150.1667,16.65,91,88,7.81
518,Ravenna,IT,2022-04-20 18:14:19,44.4167,11.9833,55.62,79,99,5.61
519,Mundgod,IN,2022-04-20 18:16:01,14.9667,75.0333,80.51,70,66,7.76
520,Martaban,MM,2022-04-20 18:16:01,16.5314,97.6111,80.94,76,42,4.38
521,Dudinka,RU,2022-04-20 18:16:01,69.4058,86.1778,8.33,87,97,13.29
522,Prince George,CA,2022-04-20 18:12:55,53.9166,-122.753,36.63,93,100,1.99
523,Peniche,PT,2022-04-20 18:16:02,39.3558,-9.3811,59.29,72,3,26.15
524,Dingle,PH,2022-04-20 18:15:21,10.9995,122.6711,76.95,88,15,5.95
525,Hit,IQ,2022-04-20 18:16:03,33.6416,42.8251,73.74,19,46,13.73
526,Sao Joao Da Barra,BR,2022-04-20 18:16:04,-21.6403,-41.0511,84.29,67,0,10.25
527,Santa Isabel,BR,2022-04-20 18:16:04,-23.3156,-46.2214,76.3,57,1,3.96
528,Guajara,BR,2022-04-20 18:16:05,-2.9667,-57.6667,80.31,91,98,3.83
529,Karasburg,NA,2022-04-20 18:16:06,-28.0167,18.75,74.5,26,2,8.79
530,Maningrida,AU,2022-04-20 18:16:06,-12.0667,134.2667,76.78,84,85,6.8
531,Chandbali,IN,2022-04-20 18:16:07,20.7833,86.7667,80.33,85,11,13.09
532,Ambon,ID,2022-04-20 18:15:28,-3.6954,128.1814,78.94,89,40,6.91
533,Cumpas,MX,2022-04-20 18:16:07,29.9833,-109.7833,88.38,12,1,14.63
534,Galveston,US,2022-04-20 18:13:33,29.3669,-94.9669,81.18,78,75,20.71
535,Norden,DE,2022-04-20 18:16:08,53.6,7.2,53.94,78,29,11.07
536,Alofi,NU,2022-04-20 18:16:09,-19.0595,-169.9187,75.09,94,100,4.61
537,Wilmington,US,2022-04-20 18:12:24,34.2257,-77.9447,66.94,42,0,9.22
538,Tuatapere,NZ,2022-04-20 18:16:09,-46.1333,167.6833,59.14,97,97,1.01
539,Kodinsk,RU,2022-04-20 18:16:10,58.6881,99.1844,24.85,96,100,0.98
540,Kalinovskoye,RU,2022-04-20 18:16:11,44.8635,42.9622,47.61,85,94,5.91
541,Penzance,GB,2022-04-20 18:11:49,50.1186,-5.5371,52.16,80,12,5.86
542,Taitung,TW,2022-04-20 18:16:11,22.7583,121.1444,73.11,78,55,3.11
543,Tikaitnagar,IN,2022-04-20 18:16:12,26.95,81.5833,86.81,25,3,8.79
544,Wadi Maliz,TN,2022-04-20 18:16:13,36.4681,8.5495,64.06,75,100,4.21
545,Vila Franca Do Campo,PT,2022-04-20 18:16:14,37.7167,-25.4333,63.01,64,81,2.06
546,Ulverstone,AU,2022-04-20 18:13:53,-41.15,146.1667,50.07,63,35,9.89
547,Abu Samrah,SY,2022-04-20 18:16:14,35.3029,37.1841,57.24,60,0,9.37
548,Buluang,PH,2022-04-20 18:16:15,13.3068,123.3425,76.14,94,13,2.68
549,Matadi,CD,2022-04-20 18:16:16,-5.8167,13.45,77.14,95,100,4.03
550,Lala,PH,2022-04-20 18:16:16,7.9745,123.7458,74.8,95,95,1.66
551,Alta,NO,2022-04-20 18:16:17,69.9689,23.2717,45.66,61,0,2.3
552,Hatillo,PR,2022-04-20 18:16:17,18.4863,-66.8254,85.1,77,96,11.01
553,Remanso,BR,2022-04-20 18:16:18,-9.6179,-42.0831,89.13,43,55,10.36
554,Kropotkin,RU,2022-04-20 18:16:18,45.4375,40.5756,45.19,75,20,6.91
555,Banda Aceh,ID,2022-04-20 18:16:19,5.5577,95.3222,79.93,80,100,4.65
556,Dumas,US,2022-04-20 18:16:19,35.8656,-101.9732,73.54,21,0,13.8
557,Lubango,AO,2022-04-20 18:17:19,-14.9172,13.4925,61.59,77,100,2.3
